Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
34,7,81.42,,,17.84,,,6.54,,,3.01,,,2.08,,,1,,,4,,,8,,,37,,,C,
35,7,104.85,,,16.30,,,8.18,,,3.77,,,2.46,,,1,,,5,,,15,,,53,,,C,
36,7,87.54,,,22.35,,,4.41,,,2.47,,,1.43,,,1,,,3,,,9,,,41,,,C,
37,7,80.05,,,19.60,,,6.27,,,2.96,,,1.98,,,1,,,4,,,11,,,35,,,C,
38,7,47.77,,,15.35,,,3.27,,,1.90,,,1.02,,,1,,,2,,,5,,,19,,,C,
39,7,143.65,,,38.20,,,10.32,,,4.08,,,3.27,,,1,,,6,,,17,,,63,,,C,
40,7,138.29,,,37.74,,,8.29,,,3.68,,,2.87,,,1,,,5,,,17,,,61,,,C,
41,7,116.58,,,37.61,,,4.26,,,2.34,,,1.80,,,1,,,3,,,14,,,51,,,C,
42,7,140.40,,,26.78,,,11.65,,,4.78,,,3.39,,,1,,,7,,,12,,,67,,,C,
43,7,120.81,,,32.57,,,6.53,,,3.08,,,2.17,,,1,,,4,,,16,,,53,,,C,
44,7,136.73,,,23.17,,,12.18,,,4.92,,,3.60,,,1,,,7,,,11,,,63,,,C,
45,7,119.63,,,22.54,,,9.96,,,4.59,,,2.48,,,1,,,5,,,12,,,43,,,C,
46,7,86.10,,,21.47,,,4.70,,,2.90,,,1.77,,,1,,,3,,,13,,,37,,,C,
47,7,172.79,,,45.93,,,12.22,,,4.68,,,3.92,,,1,,,7,,,17,,,73,,,C,
48,7,101.61,,,17.97,,,8.23,,,3.63,,,2.36,,,1,,,5,,,15,,,49,,,C,
49,7,112.97,,,20.90,,,9.98,,,4.04,,,3.21,,,1,,,6,,,13,,,53,,,C,
50,7,189.61,,,53.89,,,11.64,,,4.97,,,3.95,,,1,,,7,,,19,,,81,,,C,
51,7,67.35,,,18.91,,,4.41,,,2.37,,,1.59,,,1,,,3,,,7,,,29,,,C,
52,7,129.68,,,39.70,,,8.58,,,3.57,,,2.71,,,1,,,5,,,17,,,53,,,C,
53,7,149.10,,,28.04,,,13.44,,,5.33,,,4.32,,,1,,,8,,,11,,,69,,,C,
54,7,133.63,,,19.02,,,15.53,,,6.07,,,4.14,,,1,,,9,,,9,,,63,,,C,
55,7,108.47,,,23.15,,,8.16,,,3.60,,,2.70,,,1,,,5,,,14,,,51,,,C,
56,7,138.95,,,40.21,,,8.45,,,3.59,,,2.79,,,1,,,5,,,15,,,59,,,C,
57,7,95.11,,,15.35,,,8.54,,,3.65,,,2.47,,,1,,,5,,,8,,,45,,,C,
58,7,30.13,,,4.28,,,4.45,,,2.38,,,1.49,,,1,,,3,,,4,,,13,,,C,
59,7,78.29,,,18.65,,,3.32,,,1.98,,,1.08,,,1,,,2,,,15,,,37,,,C,
60,7,201.57,,,65.72,,,11.06,,,4.76,,,4.22,,,1,,,5,,,17,,,63,,,C,
61,7,87.80,,,14.00,,,9.88,,,4.26,,,3.16,,,1,,,5,,,5,,,37,,,C,
62,7,66.23,,,14.32,,,7.85,,,3.66,,,2.10,,,1,,,4,,,6,,,21,,,C,
63,7,113.12,,,26.31,,,10.07,,,4.13,,,3.37,,,1,,,5,,,8,,,41,,,C,
64,7,82.72,,,19.66,,,5.83,,,3.14,,,1.85,,,1,,,3,,,9,,,29,,,C,
65,7,188.37,,,45.33,,,13.94,,,6.02,,,4.57,,,1,,,7,,,17,,,73,,,C,
66,7,143.87,,,40.10,,,10.04,,,4.29,,,3.10,,,1,,,5,,,18,,,55,,,C,
67,7,131.31,,,41.01,,,6.79,,,2.88,,,2.29,,,1,,,4,,,18,,,55,,,C,
68,7,70.34,,,13.14,,,6.68,,,2.90,,,2.06,,,1,,,4,,,6,,,33,,,C,
69,7,113.37,,,38.88,,,4.35,,,2.44,,,1.74,,,1,,,3,,,16,,,47,,,C,
70,7,79.60,,,15.33,,,8.31,,,3.56,,,2.62,,,1,,,5,,,8,,,35,,,C,
71,7,217.37,,,92.96,,,12.04,,,4.82,,,3.80,,,1,,,7,,,18,,,73,,,C,
72,7,153.29,,,54.13,,,8.20,,,3.57,,,2.81,,,1,,,5,,,18,,,61,,,C,
73,7,102.68,,,22.87,,,8.42,,,3.44,,,2.60,,,1,,,5,,,8,,,47,,,C,
74,7,71.11,,,13.92,,,6.41,,,3.04,,,2.08,,,1,,,4,,,6,,,33,,,C,
75,7,48.28,,,11.22,,,4.50,,,2.43,,,1.61,,,1,,,3,,,3,,,20,,,C,
76,7,100.19,,,24.20,,,4.37,,,2.38,,,1.48,,,1,,,3,,,18,,,49,,,C,
77,7,85.31,,,19.64,,,6.65,,,3.11,,,2.10,,,1,,,4,,,9,,,39,,,C,
78,7,129.10,,,43.18,,,8.40,,,3.65,,,2.71,,,1,,,5,,,12,,,51,,,C,
79,7,77.29,,,17.07,,,8.39,,,3.52,,,2.56,,,1,,,5,,,6,,,33,,,C,
80,7,82.12,,,12.39,,,10.30,,,4.28,,,3.11,,,1,,,6,,,7,,,37,,,C,
81,7,176.43,,,57.96,,,10.23,,,4.18,,,3.31,,,1,,,6,,,20,,,71,,,C,
