Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
153,8,111.42,,,10.51,,,10.16,,,4.56,,,2.18,,,1,,,5,,,5,,,31,,,C,
154,8,347.70,,,67.06,,,17.17,,,7.13,,,4.50,,,1,,,8,,,22,,,91,,,C,
155,8,175.65,,,27.80,,,7.92,,,3.77,,,2.32,,,1,,,4,,,16,,,49,,,C,
156,8,212.67,,,24.42,,,14.78,,,6.31,,,3.37,,,1,,,7,,,14,,,59,,,C,
157,8,220.45,,,42.57,,,12.31,,,5.46,,,3.13,,,1,,,6,,,19,,,57,,,C,
158,8,242.35,,,32.70,,,10.11,,,4.57,,,2.46,,,1,,,5,,,19,,,67,,,C,
159,8,257.50,,,68.08,,,4.98,,,2.83,,,1.86,,,1,,,3,,,18,,,65,,,C,
160,8,101.67,,,9.87,,,7.88,,,3.64,,,1.84,,,1,,,4,,,8,,,29,,,C,
161,8,135.56,,,25.44,,,5.13,,,2.90,,,1.62,,,1,,,3,,,11,,,37,,,C,
162,8,188.82,,,24.15,,,7.84,,,3.75,,,1.91,,,1,,,4,,,16,,,55,,,C,
163,8,143.87,,,23.15,,,5.31,,,2.92,,,1.48,,,1,,,3,,,11,,,41,,,C,
164,8,215.25,,,39.51,,,10.14,,,4.63,,,2.85,,,1,,,5,,,11,,,57,,,C,
165,8,309.24,,,54.30,,,14.67,,,6.17,,,4.02,,,1,,,7,,,22,,,83,,,C,
166,8,304.81,,,35.47,,,17.44,,,7.29,,,3.91,,,1,,,8,,,23,,,87,,,C,
167,8,158.02,,,38.52,,,3.74,,,2.36,,,1.22,,,1,,,2,,,15,,,41,,,C,
168,8,246.16,,,36.72,,,17.44,,,7.09,,,4.16,,,1,,,8,,,17,,,65,,,C,
169,8,98.99,,,14.27,,,10.15,,,4.46,,,2.30,,,1,,,5,,,5,,,25,,,C,
170,8,42.38,,,7.17,,,3.83,,,2.29,,,0.95,,,1,,,2,,,2,,,11,,,C,
171,8,161.22,,,17.57,,,7.99,,,3.72,,,1.96,,,1,,,4,,,13,,,47,,,C,
172,8,305.97,,,95.04,,,14.66,,,6.20,,,3.92,,,1,,,7,,,16,,,67,,,C,
173,8,152.31,,,20.04,,,5.21,,,3.04,,,1.52,,,1,,,3,,,15,,,45,,,C,
174,8,275.42,,,47.15,,,14.94,,,6.30,,,4.05,,,1,,,7,,,19,,,73,,,C,
175,8,273.34,,,38.43,,,22.94,,,9.20,,,5.32,,,1,,,10,,,12,,,71,,,C,
176,8,143.12,,,27.14,,,5.17,,,2.99,,,1.64,,,1,,,3,,,15,,,39,,,C,
177,8,265.95,,,34.68,,,17.20,,,7.16,,,4.44,,,1,,,8,,,13,,,73,,,C,
178,8,94.85,,,8.19,,,8.19,,,3.96,,,2.28,,,1,,,4,,,5,,,25,,,C,
179,8,169.63,,,27.76,,,9.75,,,4.57,,,2.28,,,1,,,4,,,8,,,37,,,C,
180,8,137.13,,,15.65,,,8.03,,,3.75,,,1.93,,,1,,,4,,,8,,,39,,,C,
181,8,237.00,,,44.08,,,10.22,,,4.37,,,2.94,,,1,,,5,,,16,,,63,,,C,
182,8,100.49,,,13.26,,,8.03,,,3.84,,,1.96,,,1,,,4,,,9,,,27,,,C,
183,8,179.96,,,26.19,,,8.24,,,3.83,,,2.04,,,1,,,4,,,18,,,51,,,C,
184,8,61.42,,,9.41,,,4.01,,,2.41,,,1.04,,,1,,,2,,,7,,,17,,,C,
185,8,306.15,,,35.19,,,17.57,,,6.97,,,4.00,,,1,,,8,,,23,,,87,,,C,
186,8,234.04,,,23.74,,,14.80,,,6.18,,,3.38,,,1,,,7,,,15,,,67,,,C,
187,8,109.48,,,7.10,,,10.18,,,4.56,,,2.25,,,1,,,5,,,7,,,31,,,C,
188,8,131.04,,,20.71,,,7.98,,,3.74,,,2.22,,,1,,,4,,,5,,,35,,,C,
189,8,126.02,,,28.52,,,3.92,,,2.34,,,1.10,,,1,,,2,,,14,,,33,,,C,
190,8,266.23,,,48.28,,,14.95,,,6.23,,,3.94,,,1,,,7,,,13,,,69,,,C,
191,8,125.53,,,10.10,,,8.15,,,3.78,,,1.82,,,1,,,4,,,11,,,37,,,C,
192,8,131.70,,,26.27,,,5.22,,,3.03,,,1.69,,,1,,,3,,,12,,,35,,,C,
193,8,99.78,,,6.48,,,7.99,,,3.81,,,1.90,,,1,,,4,,,6,,,29,,,C,
194,8,240.56,,,32.80,,,14.74,,,6.40,,,3.99,,,1,,,7,,,11,,,65,,,C,
195,8,173.18,,,46.98,,,3.81,,,2.46,,,1.20,,,1,,,2,,,17,,,43,,,C,
196,8,145.13,,,22.34,,,8.10,,,3.73,,,2.34,,,1,,,4,,,8,,,39,,,C,
197,8,294.24,,,29.05,,,19.99,,,8.00,,,4.36,,,1,,,9,,,17,,,79,,,C,
198,8,152.66,,,16.37,,,12.97,,,5.41,,,3.21,,,1,,,6,,,7,,,37,,,C,
199,8,192.66,,,20.27,,,12.11,,,5.09,,,2.84,,,1,,,6,,,14,,,57,,,C,
200,8,189.02,,,25.85,,,7.50,,,3.66,,,1.98,,,1,,,4,,,19,,,57,,,C,
Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
