Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
147,3,12.19,35.02,2.87,1.79,25.07,14.00,3.82,3.69,0.96,2.09,2.01,0.96,1.23,1.18,0.96,1,1,1.00,3,3,1.00,3,3,1.00,10,10,1.00,C,C
148,3,30.44,442.37,14.53,4.04,415.31,102.91,10.07,9.99,0.99,3.90,3.76,0.97,2.86,2.74,0.96,1,1,1.00,7,7,1.00,8,10,1.25,29,33,1.14,C,C
149,3,15.88,51.89,3.27,1.93,38.24,19.84,5.63,5.66,1.01,2.58,2.54,0.99,1.54,1.51,0.98,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
150,3,21.72,285.86,13.16,3.02,266.16,88.05,7.10,7.05,0.99,2.99,2.85,0.95,1.86,2.00,1.08,1,1,1.00,5,5,1.00,6,8,1.33,21,25,1.19,C,C
151,3,17.00,18.01,,2.59,12.04,,5.68,3.03,,2.57,1.21,,1.52,0.39,,1,1,,4,1,,5,1,,15,4,,C,A
152,3,16.98,7.31,,1.94,4.55,,5.66,1.98,,2.43,0.77,,1.59,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
153,3,12.74,30.44,2.39,1.79,19.65,11.01,3.79,3.75,0.99,1.96,2.01,1.03,1.20,1.19,1.00,1,1,1.00,3,3,1.00,3,3,1.00,12,12,1.00,C,C
154,3,10.35,48.32,4.67,2.32,40.54,17.47,2.81,2.82,1.00,1.65,1.61,0.97,0.76,0.85,1.13,1,1,1.00,2,2,1.00,4,4,1.00,9,9,1.00,C,C
155,3,17.59,32.02,,4.33,26.22,,3.76,2.17,,2.09,1.23,,1.16,0.43,,1,1,,3,1,,6,3,,19,6,,C,A
156,3,22.13,7.39,,3.18,4.33,,7.09,2.25,,2.99,0.80,,2.09,0.00,,1,1,,5,0,,6,0,,21,0,,C,A
157,3,15.65,403.63,25.80,1.95,389.95,199.63,5.68,5.70,1.00,2.40,2.43,1.01,1.52,1.59,1.05,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
158,3,19.42,7.11,,3.69,4.36,,5.57,1.96,,2.53,0.78,,1.63,0.00,,1,1,,4,0,,7,0,,19,0,,C,A
159,3,32.81,483.42,14.73,5.35,456.40,85.30,10.18,10.04,0.99,3.76,3.85,1.02,2.70,2.75,1.02,1,1,1.00,7,7,1.00,10,10,1.00,33,33,1.00,C,C
160,3,13.43,415.84,30.95,2.40,403.37,167.85,3.79,3.92,1.04,2.00,2.13,1.07,1.21,1.18,0.98,1,1,1.00,3,3,1.00,4,6,1.50,13,17,1.31,C,C
161,3,24.60,700.29,28.47,4.59,680.42,148.14,7.17,7.12,0.99,2.89,2.94,1.02,1.97,2.00,1.02,1,1,1.00,5,5,1.00,8,8,1.00,25,25,1.00,C,C
162,3,11.77,6.44,,1.61,4.42,,3.77,1.16,,2.01,0.85,,1.12,0.00,,1,1,,3,0,,3,0,,11,0,,C,A
163,3,14.22,230.86,16.24,3.32,219.93,66.29,3.84,3.81,0.99,2.01,2.04,1.02,1.16,1.11,0.96,1,1,1.00,3,3,1.00,6,6,1.00,13,13,1.00,C,C
164,3,15.75,6.37,,2.82,4.35,,3.79,1.16,,2.06,0.85,,1.18,0.00,,1,1,,3,0,,5,0,,19,0,,C,A
165,3,17.86,267.07,14.95,2.62,250.86,95.75,5.78,5.78,1.00,2.54,2.62,1.03,1.50,1.65,1.10,1,1,1.00,4,4,1.00,5,6,1.20,17,19,1.12,C,C
166,3,5.33,11.96,2.25,0.56,7.31,13.13,1.82,1.73,0.95,1.24,1.23,1.00,0.40,0.43,1.08,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
167,3,20.58,7.45,,2.47,4.45,,7.15,2.21,,2.98,0.79,,1.97,0.00,,1,1,,5,0,,5,0,,19,0,,C,A
168,3,4.68,25.46,5.44,0.60,21.30,35.57,1.87,1.81,0.97,1.17,1.24,1.06,0.39,0.37,0.96,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
169,3,10.83,196.59,18.15,2.31,188.07,81.37,2.80,2.84,1.01,1.63,1.61,0.99,0.77,0.80,1.03,1,1,1.00,2,2,1.00,4,4,1.00,11,11,1.00,C,C
170,3,19.40,16.83,,2.67,10.50,,7.18,3.37,,2.91,1.28,,1.89,0.39,,1,1,,5,1,,5,1,,15,4,,C,A
171,3,21.68,32.34,,4.99,25.73,,5.79,2.79,,2.52,1.29,,1.62,0.40,,1,1,,4,1,,7,3,,21,6,,C,A
172,3,14.83,258.90,17.46,2.73,247.42,90.77,3.84,3.69,0.96,2.10,2.05,0.97,1.14,1.20,1.05,1,1,1.00,3,3,1.00,5,5,1.00,15,15,1.00,C,C
173,3,28.08,18.86,,4.33,11.45,,8.63,3.78,,3.47,1.28,,2.39,0.39,,1,1,,6,1,,8,1,,29,6,,C,A
174,3,11.43,395.21,34.57,1.75,385.31,220.78,3.71,3.88,1.05,2.08,2.09,1.00,1.15,1.15,0.99,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
175,3,17.12,6.99,,1.89,4.32,,5.64,1.86,,2.55,0.80,,1.49,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
176,3,20.68,417.75,20.20,3.93,402.74,102.42,5.78,5.69,0.98,2.56,2.56,1.00,1.56,1.61,1.03,1,1,1.00,4,4,1.00,7,5,0.71,21,17,0.81,C,C
177,3,12.95,6.24,,1.52,4.36,,3.94,1.10,,2.17,0.77,,1.16,0.00,,1,1,,3,0,,3,0,,13,0,,C,A
178,3,30.80,50.18,,3.99,43.15,,11.31,4.67,,4.43,1.22,,2.99,0.41,,1,1,,8,1,,8,1,,25,2,,C,A
179,3,13.30,434.10,32.65,2.37,422.59,178.24,3.82,3.83,1.00,1.94,2.18,1.12,1.22,1.16,0.95,1,1,1.00,3,3,1.00,4,5,1.25,13,15,1.15,C,C
180,3,15.24,74.69,4.90,3.35,64.40,19.25,3.79,3.87,1.02,2.10,2.06,0.98,1.24,1.12,0.90,1,1,1.00,3,3,1.00,6,4,0.67,15,11,0.73,C,C
181,3,20.96,73.86,3.52,3.84,57.91,15.10,5.70,5.62,0.99,2.55,2.45,0.96,1.66,1.57,0.94,1,1,1.00,4,4,1.00,7,7,1.00,21,21,1.00,C,C
182,3,18.57,7.03,,2.71,4.35,,5.66,1.86,,2.55,0.82,,1.58,0.00,,1,1,,4,0,,5,0,,19,0,,C,A
183,3,5.50,12.43,2.26,0.62,7.68,12.41,1.86,1.82,0.98,1.26,1.28,1.02,0.37,0.39,1.06,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
184,3,17.39,473.20,27.21,2.57,458.24,178.05,5.77,5.57,0.97,2.55,2.50,0.98,1.64,1.56,0.95,1,1,1.00,4,4,1.00,5,6,1.20,15,17,1.13,C,C
185,3,7.74,70.28,9.08,1.19,63.82,53.41,2.80,2.85,1.02,1.60,1.62,1.01,0.77,0.75,0.97,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
186,3,32.16,27.62,,4.89,16.77,,9.90,5.12,,3.88,1.65,,2.81,0.82,,1,1,,7,2,,9,2,,33,10,,C,A
187,3,11.85,51.18,4.32,2.97,42.71,14.39,2.82,2.82,1.00,1.69,1.60,0.95,0.75,0.75,1.00,1,1,1.00,2,2,1.00,5,5,1.00,11,11,1.00,C,C
188,3,11.16,425.47,38.12,1.48,415.97,280.91,3.81,3.75,0.98,1.96,2.02,1.03,1.16,1.09,0.95,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
189,3,23.86,81.84,3.43,4.52,63.80,14.10,7.13,7.03,0.99,2.84,2.94,1.03,1.94,2.03,1.05,1,1,1.00,5,5,1.00,8,6,0.75,23,19,0.83,C,C
190,3,15.78,52.19,3.31,2.18,38.54,17.71,5.58,5.66,1.01,2.55,2.47,0.97,1.52,1.60,1.05,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
191,3,17.19,7.25,,2.09,4.48,,5.62,1.92,,2.50,0.84,,1.60,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
192,3,9.51,462.19,48.58,1.76,453.05,257.16,2.85,2.81,0.99,1.61,1.69,1.05,0.75,0.76,1.01,1,1,1.00,2,2,1.00,3,5,1.67,9,13,1.44,C,C
193,3,18.97,66.83,3.52,3.84,53.16,13.84,5.71,5.60,0.98,2.58,2.54,0.98,1.58,1.53,0.97,1,1,1.00,4,4,1.00,7,5,0.71,17,13,0.76,C,C
194,3,12.10,30.69,2.54,2.90,22.95,7.92,2.75,2.94,1.07,1.59,1.61,1.01,0.78,0.77,0.99,1,1,1.00,2,2,1.00,5,3,0.60,13,9,0.69,C,C
195,3,15.81,7.14,,1.99,4.43,,5.61,1.89,,2.51,0.81,,1.48,0.00,,1,1,,4,0,,4,0,,13,0,,C,A
196,3,14.62,6.40,,2.10,4.47,,3.87,1.14,,2.09,0.78,,1.20,0.00,,1,1,,3,0,,4,0,,17,0,,C,A
197,3,14.52,102.44,7.06,2.64,90.83,34.45,3.85,3.81,0.99,2.04,2.00,0.98,1.26,1.18,0.94,1,1,1.00,3,3,1.00,5,5,1.00,15,15,1.00,C,C
198,3,11.94,352.60,29.53,1.52,342.18,225.70,3.82,3.78,0.99,2.11,2.13,1.01,1.11,1.21,1.09,1,1,1.00,3,3,1.00,3,3,1.00,11,11,1.00,C,C
199,3,21.06,404.08,19.19,3.98,388.11,97.53,5.59,5.73,1.03,2.52,2.47,0.98,1.56,1.54,0.98,1,1,1.00,4,4,1.00,7,5,0.71,23,19,0.83,C,C
200,3,15.21,19.02,,3.44,16.48,,3.93,1.07,,2.05,0.80,,1.14,0.00,,1,1,,3,0,,6,2,,15,2,,C,A
